time	angle	speed	accelerator position
121.18	-4.7	47.025	3
121.19	-4.8	47.025	3
121.20	-4.8	47.025	3
121.21	-4.9	47.025	2
121.22	-4.9	47.025	2
121.23	-5	47.025	2
121.24	-5	47.025	2
121.25	-5.1	47.025	2
121.26	-5.1	47.025	2
121.27	-5.1	47.025	2
121.28	-5.2	47.025	2
121.29	-5.2	47.025	2
121.30	-5.3	47.025	2
121.31	-5.3	47.025	2
121.32	-5.4	47.025	2
121.33	-5.4	46.95625	2
121.34	-5.4	46.95625	2
121.35	-5.4	47.025	2
121.36	-5.4	47.025	2
121.37	-5.5	47.025	2
121.38	-5.5	47.025	2
121.39	-5.5	47.025	2
121.40	-5.5	47.025	2
121.41	-5.5	47.025	2
121.42	-5.5	47.025	2
121.43	-5.5	47.09375	2
121.44	-5.5	47.09375	2
121.45	-5.5	47.09375	2
121.46	-5.5	47.09375	2
121.47	-5.5	47.025	2
121.48	-5.5	47.025	2
121.49	-5.5	46.8875	2
121.50	-5.5	46.8875	2
121.51	-5.5	46.95625	8
121.52	-5.5	46.95625	8
121.53	-5.5	47.025	8
121.54	-5.5	47.025	8
121.55	-5.5	47.1625	8
121.56	-5.5	47.1625	8
121.57	-5.5	47.23125	8
121.58	-5.5	47.23125	8
121.59	-5.5	47.23125	8
121.60	-5.5	47.23125	8
121.61	-5.5	47.3	8
121.62	-5.5	47.3	8
121.63	-5.5	47.23125	8
121.64	-5.5	47.23125	8
121.65	-5.5	47.09375	8
121.66	-5.5	47.09375	8
121.67	-5.5	47.025	8
121.68	-5.5	47.025	8
121.69	-5.5	47.23125	8
121.70	-5.5	47.23125	8
121.71	-5.5	47.3	8
121.72	-5.5	47.3	8
121.73	-5.5	47.23125	8
121.74	-5.5	47.23125	8
121.75	-5.5	47.23125	8
121.76	-5.5	47.23125	8
121.77	-5.5	47.3	8
121.78	-5.5	47.3	8
121.79	-5.5	47.3	8
121.80	-5.5	47.3	8
121.81	-5.5	47.1625	8
121.82	-5.5	47.1625	8
121.83	-5.5	47.025	8
121.84	-5.5	47.025	8
121.85	-5.5	47.1625	8
121.86	-5.5	47.1625	8
121.87	-5.5	47.23125	8
121.88	-5.5	47.23125	8
121.89	-5.4	47.23125	8
121.90	-5.4	47.23125	8
121.91	-5.4	47.3	8
121.92	-5.3	47.3	8
121.93	-5.3	47.3	8
121.94	-5.2	47.3	8
121.95	-5.2	47.3	8
121.96	-5.2	47.3	8
121.97	-5.1	47.23125	8
121.98	-5.1	47.23125	8
121.99	-5.1	47.23125	8
122.00	-5	47.23125	8
122.01	-5	47.3	8
122.02	-4.9	47.3	8
122.03	-4.9	47.4375	8
122.04	-4.9	47.4375	8
122.05	-4.9	47.50625	8
122.06	-4.8	47.50625	8
122.07	-4.8	47.4375	8
122.08	-4.8	47.4375	8
122.09	-4.8	47.50625	8
122.10	-4.8	47.50625	8
122.11	-4.8	47.4375	9
122.12	-4.8	47.4375	9
122.13	-4.8	47.36875	9
122.14	-4.8	47.36875	9
122.15	-4.8	47.4375	9
122.16	-4.8	47.4375	9
122.17	-4.8	47.3	9
122.18	-4.8	47.3	9
122.19	-4.8	47.4375	9
122.20	-4.8	47.4375	9
122.21	-4.8	47.4375	8
122.22	-4.8	47.4375	8
122.23	-4.8	47.36875	8
122.24	-4.8	47.36875	8
122.25	-4.8	47.36875	8
122.26	-4.8	47.36875	8
122.27	-4.8	47.4375	8
122.28	-4.8	47.4375	8
122.29	-4.8	47.575	8
122.30	-4.8	47.575	8
122.31	-4.8	47.575	7
122.32	-4.8	47.575	7
122.33	-4.8	47.4375	7
122.34	-4.8	47.4375	7
122.35	-4.8	47.36875	7
122.36	-4.8	47.36875	7
122.37	-4.8	47.50625	7
122.38	-4.8	47.50625	7
122.39	-4.8	47.4375	7
122.40	-4.8	47.4375	7
122.41	-4.8	47.4375	7
122.42	-4.8	47.4375	7
122.43	-4.8	47.64375	7
122.44	-4.8	47.64375	7
122.45	-4.8	47.64375	7
122.46	-4.8	47.64375	7
122.47	-4.8	47.64375	7
122.48	-4.8	47.64375	7
122.49	-4.8	47.36875	7
122.50	-4.8	47.36875	7
122.51	-4.8	47.23125	4
122.52	-4.8	47.23125	4
122.53	-4.8	47.4375	4
122.54	-4.8	47.4375	4
122.55	-4.9	47.50625	4
122.56	-4.9	47.50625	4
122.57	-4.9	47.575	4
122.58	-4.9	47.575	4
122.59	-4.9	47.575	4
122.60	-5	47.575	4
122.61	-5.1	47.575	4
122.62	-5.1	47.575	4
122.63	-5.1	47.64375	4
122.64	-5.1	47.64375	4
122.65	-5.1	47.50625	4
122.66	-5.1	47.50625	4
122.67	-5.1	47.575	4
122.68	-5.1	47.575	4
122.69	-5.1	47.50625	4
122.70	-5.2	47.50625	4
122.71	-5.2	47.64375	4
122.72	-5.2	47.64375	4
122.73	-5.2	47.64375	4
122.74	-5.2	47.64375	4
122.75	-5.2	47.64375	4
122.76	-5.2	47.64375	4
122.77	-5.2	47.64375	4
122.78	-5.2	47.64375	4
122.79	-5.2	47.7125	4
122.80	-5.2	47.7125	4
122.81	-5.2	47.7125	4
122.82	-5.2	47.7125	4
122.83	-5.2	47.64375	4
122.84	-5.2	47.64375	4
122.85	-5.2	47.50625	4
122.86	-5.2	47.50625	4
122.87	-5.3	47.575	4
122.88	-5.4	47.575	4
122.89	-5.4	47.64375	4
122.90	-5.5	47.64375	4
122.91	-5.5	47.7125	4
122.92	-5.7	47.7125	4
122.93	-5.7	47.7125	4
122.94	-5.8	47.7125	4
122.95	-5.8	47.7125	4
122.96	-5.8	47.7125	4
122.97	-5.8	47.7125	4
122.98	-5.8	47.7125	4
122.99	-5.8	47.64375	4
123.00	-5.8	47.64375	4
123.01	-5.8	47.64375	4
123.02	-5.8	47.64375	4
123.03	-5.8	47.575	4
123.04	-5.8	47.575	4
123.05	-5.9	47.7125	4
123.06	-5.9	47.7125	4
123.07	-5.9	47.78125	4
123.08	-5.9	47.78125	4
123.09	-6	47.78125	4
123.10	-6	47.78125	4
123.11	-6	47.64375	4
123.12	-6	47.64375	4
123.13	-6	47.64375	4
123.14	-6	47.64375	4
123.15	-6.1	47.64375	4
123.16	-6.1	47.64375	4
123.17	-6.1	47.7125	4
123.18	-6.2	47.7125	4
123.19	-6.2	47.50625	4
123.20	-6.2	47.50625	4
123.21	-6.2	47.64375	4
123.22	-6.2	47.64375	4
123.23	-6.2	47.7125	4
123.24	-6.2	47.7125	4
123.25	-6.2	47.78125	4
123.26	-6.2	47.78125	4
123.27	-6.2	47.85	4
123.28	-6.2	47.85	4
123.29	-6.2	47.91875	4
123.30	-6.2	47.91875	4
123.31	-6.2	47.91875	6
123.32	-6.2	47.91875	6
123.33	-6.2	47.91875	6
123.34	-6.2	47.91875	6
123.35	-6.2	47.85	6
123.36	-6.2	47.85	6
123.37	-6.3	47.78125	6
123.38	-6.3	47.78125	6
123.39	-6.4	47.91875	6
123.40	-6.5	47.91875	6
123.41	-6.5	47.9875	6
123.42	-6.6	47.9875	6
123.43	-6.7	48.05625	6
123.44	-6.7	48.05625	6
123.45	-6.7	48.125	6
123.46	-6.7	48.125	6
123.47	-6.7	48.125	6
123.48	-6.7	48.125	6
123.49	-6.7	47.91875	6
123.50	-6.7	47.91875	6
123.51	-6.8	47.91875	6
123.52	-6.8	47.91875	6
123.53	-6.9	48.125	6
123.54	-6.9	48.125	6
123.55	-6.9	48.2625	6
123.56	-6.9	48.2625	6
123.57	-7	48.2625	6
123.58	-7	48.2625	6
123.59	-7.1	48.19375	6
123.60	-7.2	48.19375	6
123.61	-7.2	48.2625	6
123.62	-7.3	48.2625	6
123.63	-7.3	48.2625	6
123.64	-7.4	48.2625	6
123.65	-7.5	48.2625	6
123.66	-7.6	48.2625	6
123.67	-7.7	48.2625	6
123.68	-7.8	48.2625	6
123.69	-8	48.2625	6
123.70	-8.1	48.2625	6
123.71	-8.2	48.4	10
123.72	-8.3	48.4	10
123.73	-8.3	48.46875	10
123.74	-8.3	48.46875	10
123.75	-8.3	48.2625	10
123.76	-8.3	48.2625	10
123.77	-8.3	48.2625	10
123.78	-8.3	48.2625	10
123.79	-8.3	48.46875	10
123.80	-8.3	48.46875	10
123.81	-8.3	48.60625	10
123.82	-8.3	48.60625	10
123.83	-8.3	48.5375	10
123.84	-8.3	48.5375	10
123.85	-8.3	48.4	10
123.86	-8.3	48.4	10
123.87	-8.3	48.33125	10
123.88	-8.3	48.33125	10
123.89	-8.4	48.5375	10
123.90	-8.4	48.5375	10
123.91	-8.4	48.60625	11
123.92	-8.4	48.60625	11
123.93	-8.4	48.60625	11
123.94	-8.4	48.60625	11
123.95	-8.4	48.60625	11
123.96	-8.4	48.60625	11
123.97	-8.4	48.60625	11
123.98	-8.4	48.60625	11
123.99	-8.4	48.60625	11
124.00	-8.5	48.60625	11
124.01	-8.6	48.60625	11
124.02	-8.7	48.60625	11
124.03	-8.8	48.5375	11
124.04	-8.9	48.5375	11
124.05	-9.1	48.675	11
124.06	-9.2	48.675	11
124.07	-9.4	48.8125	11
124.08	-9.5	48.8125	11
124.09	-9.7	48.8125	11
124.10	-9.9	48.8125	11
124.11	-10.1	48.74375	9
124.12	-10.2	48.74375	9
124.13	-10.5	48.74375	9
124.14	-10.6	48.74375	9
124.15	-10.8	48.74375	9
124.16	-11	48.74375	9
124.17	-11.2	48.675	9
124.18	-11.4	48.675	9
124.19	-11.6	48.60625	9
124.20	-11.7	48.60625	9
124.21	-11.8	48.88125	9
124.22	-11.9	48.88125	9
124.23	-12	48.95	9
124.24	-12.1	48.95	9
124.25	-12.2	48.88125	9
124.26	-12.3	48.88125	9
124.27	-12.4	48.95	9
124.28	-12.5	48.95	9
124.29	-12.5	48.95	9
124.30	-12.5	48.95	9
124.31	-12.5	49.01875	9
124.32	-12.5	49.01875	9
124.33	-12.6	48.88125	9
124.34	-12.6	48.88125	9
124.35	-12.6	48.88125	9
124.36	-12.7	48.88125	9
124.37	-12.7	48.8125	9
124.38	-12.7	48.8125	9
124.39	-12.8	48.88125	9
124.40	-12.7	48.88125	9
124.41	-12.8	48.88125	9
124.42	-12.7	48.88125	9
124.43	-12.8	48.95	9
124.44	-12.7	48.95	9
124.45	-12.8	49.0875	9
124.46	-12.7	49.0875	9
124.47	-12.8	49.0875	9
124.48	-12.7	49.0875	9
124.49	-12.7	48.95	9
124.50	-12.7	48.95	9
124.51	-12.7	48.88125	4
124.52	-12.7	48.88125	4
124.53	-12.7	48.88125	4
124.54	-12.7	48.88125	4
124.55	-12.7	49.01875	4
124.56	-12.7	49.01875	4
124.57	-12.7	49.0875	4
124.58	-12.6	49.0875	4
124.59	-12.4	49.01875	4
124.60	-12.2	49.01875	4
124.61	-12	49.0875	4
124.62	-11.6	49.0875	4
124.63	-11.4	49.15625	4
124.64	-11.1	49.15625	4
124.65	-10.9	49.15625	4
124.66	-10.6	49.15625	4
124.67	-10.4	49.01875	4
124.68	-10.1	49.01875	4
124.69	-9.9	49.01875	4
124.70	-9.7	49.01875	4
124.71	-9.5	49.15625	4
124.72	-9.4	49.15625	4
124.73	-9.4	49.15625	4
124.74	-9.3	49.15625	4
124.75	-9.2	49.15625	4
124.76	-9.2	49.15625	4
124.77	-9.2	49.225	4
124.78	-9.1	49.225	4
124.79	-9.1	49.225	4
124.80	-9.1	49.225	4
124.81	-9.1	49.15625	4
124.82	-9.1	49.15625	4
124.83	-9	49.15625	4
124.84	-9	49.15625	4
124.85	-9	49.01875	4
124.86	-9	49.01875	4
124.87	-9	49.0875	4
124.88	-9	49.0875	4
124.89	-9	49.15625	4
124.90	-9	49.15625	4
124.91	-9	49.15625	3
124.92	-9	49.15625	3
124.93	-9	49.15625	3
124.94	-9	49.15625	3
124.95	-9	49.15625	3
