time,angle,time,speed,time,accelerator position,time,brake position
124.621680128,-11.6,129.252030208,54.45,,,,
124.631689984,-11.4,129.27190016,54.45,,,,
124.641680128,-11.1,129.292770048,54.45,,,,
124.65168,-10.9,129.31190016,54.725,,,,
124.661680128,-10.6,129.33190016,54.79375,,,,
124.67168,-10.4,129.35190016,54.8625,,,,
124.681740032,-10.1,129.372030208,54.79375,,,,
124.691689984,-9.9,129.39190016,54.725,,,,
124.701690112,-9.7,129.41190016,54.725,,,,
124.71168,-9.5,129.432019968,54.79375,,,,
124.721690112,-9.4,129.45190016,54.93125,,,,
124.73168,-9.4,129.47190016,55.06875,,,,
124.741690112,-9.3,129.49190016,55.06875,,,,
124.75168,-9.2,129.512019968,55.06875,,,,
124.761690112,-9.2,129.532400128,54.93125,,,,
124.77168,-9.2,129.55190016,54.8625,,,,
124.781720064,-9.1,129.572770048,55.06875,,,,
124.791689984,-9.1,129.59190016,55.1375,,,,
124.801700096,-9.1,129.61190016,55.20625,,,,
124.81168,-9.1,129.63190016,55.20625,,,,
124.821680128,-9.1,129.652030208,55.1375,,,,
124.831689984,-9,129.67190016,55.06875,,,,
124.841690112,-9,129.692030208,55.06875,,,,
124.85168,-9,129.712019968,55.06875,,,,
124.861680128,-9,129.73190016,55.1375,,,,
124.87168,-9,129.75190016,55.275,,,,
124.881700096,-9,129.772520192,55.20625,,,,
124.891689984,-9,129.79190016,55.20625,,,,
124.901680128,-9,129.812400128,55.20625,,,,
124.91168,-9,129.83190016,55.20625,,,,
124.921680128,-9,129.852520192,55.20625,,,,
124.93168,-9,129.87190016,55.34375,,,,
124.941680128,-9,129.891890176,55.34375,,,,
124.95168,-9,129.91190016,55.48125,,,,
124.961680128,-9,129.932020224,55.48125,,,,
124.97168,-9,129.95190016,55.48125,,,,
124.981700096,-9,129.971890176,55.4125,,,,
124.99168,-9,129.99190016,55.34375,,,,
125.001690112,-9,130.012390144,55.48125,,,,
125.01168,-9,130.03190016,55.55,,,,
125.021680128,-9,130.052400128,55.6875,,,,
125.03168,-9,130.07190016,55.6875,,,,
125.041680128,-9,130.092390144,55.61875,,,,
125.05168,-9,130.111890176,55.55,,,,
125.061680128,-9,130.13190016,55.4125,,,,
125.07168,-9.1,130.15190016,55.55,,,,
125.081690112,-9,130.17190016,55.6875,,,,
125.09168,-9,130.191890176,55.6875,,,,
125.101680128,-9,130.211890176,55.61875,,,,
125.11168,-9.1,130.231770112,55.55,,,,
125.121680128,-9.1,130.251890176,55.61875,,,,
125.13168,-9.1,130.27190016,55.61875,,,,
125.141680128,-9.1,130.29190016,55.6875,,,,
125.15168,-9.2,130.311770112,55.825,,,,
125.161680128,-9.3,130.332400128,55.825,,,,
125.17168,-9.4,130.351890176,55.825,,,,
125.181720064,-9.4,130.37190016,55.825,,,,
125.191689984,-9.4,130.391770112,55.75625,,,,
125.201680128,-9.4,130.412390144,55.75625,,,,
125.21168,-9.4,130.431890176,55.6875,,,,
125.221680128,-9.4,130.45190016,55.825,,,,
125.23168,-9.4,130.471770112,55.825,,,,
125.241680128,-9.4,130.491890176,55.89375,,,,
125.25168,-9.4,130.511770112,55.825,,,,
125.261680128,-9.4,130.531770112,55.825,,,,
125.27168,-9.4,130.551890176,55.75625,,,,
125.281730048,-9.4,130.571890176,55.6875,,,,
125.29168,-9.4,130.591770112,55.75625,,,,
125.301680128,-9.4,130.612140032,55.75625,,,,
125.31168,-9.4,130.631890176,55.89375,,,,
125.321680128,-9.3,130.651770112,55.89375,,,,
125.33168,-9.2,130.671770112,55.89375,,,,
125.341680128,-9.1,130.692390144,55.825,,,,
125.35168,-9.1,130.711760128,55.75625,,,,
125.361680128,-9,130.731770112,55.89375,,,,
125.37168,-9,130.751770112,55.9625,,,,
125.381690112,-8.9,130.771890176,56.1,,,,
125.391689984,-8.9,130.791760128,56.1,,,,
125.401690112,-8.9,130.811760128,56.03125,,,,
125.41168,-8.8,130.831890176,55.9625,,,,
125.421680128,-8.8,130.851890176,55.9625,,,,
125.431689984,-8.8,130.871770112,56.16875,,,,
125.441680128,-8.7,130.892020224,56.2375,,,,
125.45168,-8.7,130.911890176,56.2375,,,,
125.461680128,-8.7,130.931770112,56.30625,,,,
125.47168,-8.6,130.951770112,56.30625,,,,
125.481720064,-8.6,130.972390144,56.2375,,,,
125.491689984,-8.5,130.991760128,56.16875,,,,
125.501680128,-8.4,131.011760128,56.16875,,,,
125.511670016,-8.4,131.031770112,56.30625,,,,
125.521680128,-8.3,131.051890176,56.375,,,,
125.53168,-8.3,131.071770112,56.375,,,,
125.541680128,-8.2,131.091760128,56.375,,,,
125.55168,-8.2,131.111880192,56.375,,,,
125.561680128,-8.1,131.131770112,56.30625,,,,
125.57168,-8,131.151760128,56.30625,,,,
125.581690112,-8,131.172009984,56.375,,,,
125.59168,-7.9,131.191770112,56.5125,,,,
125.601680128,-7.8,131.212009984,56.5125,,,,
125.611670016,-7.8,131.231760128,56.5125,,,,
125.621680128,-7.7,131.252140032,56.44375,,,,
125.63168,-7.7,131.271770112,56.30625,,,,
125.641680128,-7.7,131.291880192,56.30625,,,,
125.65168,-7.7,131.311760128,56.44375,,,,
125.661680128,-7.7,131.331760128,56.58125,,,,
125.67168,-7.7,131.351760128,56.58125,,,,
125.681720064,-7.7,131.371760128,56.5125,,,,
125.69168,-7.7,131.391760128,56.30625,,,,
125.701690112,-7.7,131.411760128,56.30625,,,,
125.711670016,-7.7,131.431760128,56.30625,,,,
125.721680128,-7.7,131.452009984,56.44375,,,,
125.73168,-7.7,131.471760128,56.58125,,,,
125.741680128,-7.7,131.492009984,56.58125,,,,
125.75168,-7.7,131.511760128,56.58125,,,,
125.761680128,-7.7,131.532140032,56.5125,,,,
125.77168,-7.7,131.551760128,56.44375,,,,
125.781720064,-7.7,131.571760128,56.375,,,,
125.79168,-7.7,131.591760128,56.5125,,,,
125.801680128,-7.7,131.611760128,56.58125,,,,
125.811670016,-7.7,131.631760128,56.44375,,,,
125.821680128,-7.7,131.651640064,56.1,,,,
125.83168,-7.7,131.671760128,56.2375,,,,
125.841680128,-7.7,131.691760128,56.85625,,,,
125.85168,-7.7,131.711640064,56.85625,,,,
125.861800192,-7.7,131.731760128,56.16875,,,,
125.871800064,-7.7,131.751760128,56.03125,,,,
125.881860096,-7.7,131.772009984,56.375,,,,
125.891800064,-7.7,131.791640064,56.5125,,,,
125.901810176,-7.7,131.812130048,56.5125,,,,
125.911800064,-7.7,131.831760128,56.5125,,,,
125.921800192,-7.7,131.851760128,56.30625,,,,
125.931800064,-7.7,131.871760128,55.9625,,,,
125.941810176,-7.7,131.891760128,55.9625,,,,
125.951800064,-7.7,131.91163008,56.44375,,,,
125.961800192,-7.7,131.931640064,56.7875,,,,
125.971800064,-7.7,131.951760128,56.375,,,,
125.981810176,-7.7,131.971760128,56.44375,,,,
125.991800064,-7.7,131.99163008,56.71875,,,,
126.001810176,-7.7,132.011750144,56.375,,,,
126.011800064,-7.7,132.031760128,55.6875,,,,
126.021800192,-7.6,132.052009984,55.4125,,,,
126.031800064,-7.6,132.071640064,56.65,,,,
126.041800192,-7.6,132.092140032,57.54375,,,,
126.051800064,-7.5,132.11163008,57.13125,,,,
126.061800192,-7.5,132.13163008,56.44375,,,,
126.071800064,-7.5,132.15163008,55.6875,,,,
126.081840128,-7.5,132.171880192,55.61875,,,,
126.091800064,-7.4,132.19163008,56.44375,,,,
126.101800192,-7.4,132.21163008,57.40625,,,,
126.111800064,-7.4,132.231760128,57.26875,,,,
126.121800192,-7.4,132.251640064,56.85625,,,,
126.131800064,-7.4,132.27163008,56.30625,,,,
126.141800192,-7.4,132.291760128,55.9625,,,,
126.151800064,-7.4,132.311750144,56.03125,,,,
126.161800192,-7.4,132.331880192,56.71875,,,,
126.171800064,-7.4,132.35163008,57.26875,,,,
126.181830144,-7.4,132.371760128,57.2,,,,
126.191800064,-7.4,132.39163008,56.925,,,,
126.201800192,-7.4,132.41163008,56.5125,,,,
126.211800064,-7.4,132.43163008,56.30625,,,,
126.221800192,-7.4,132.451760128,56.58125,,,,
126.231800064,-7.4,132.47163008,56.925,,,,
126.241800192,-7.4,132.49163008,57.26875,,,,
126.251800064,-7.4,132.511750144,57.26875,,,,
126.261800192,-7.4,132.53163008,57.2,,,,
126.271800064,-7.4,132.55163008,56.925,,,,
126.281810176,-7.4,132.571750144,56.7875,,,,
126.291800064,-7.4,132.59163008,56.99375,,,,
126.301800192,-7.4,132.612009984,57.2,,,,
126.311800064,-7.4,132.63163008,57.26875,,,,
126.321810176,-7.4,132.651750144,57.3375,,,,
126.331800064,-7.4,132.67163008,57.3375,,,,
126.341800192,-7.4,132.69163008,57.3375,,,,
126.351800064,-7.4,132.711620096,57.3375,,,,
126.361800192,-7.4,132.73163008,57.40625,,,,
126.371800064,-7.4,132.75163008,57.54375,,,,
126.381810176,-7.4,132.77163008,57.68125,,,,
126.391810048,-7.4,132.791620096,57.68125,,,,
126.401800192,-7.3,132.811620096,57.68125,,,,
126.411800064,-7.3,132.83163008,57.54375,,,,
126.421800192,-7.3,132.851880192,57.6125,,,,
126.43179008,-7.3,132.87163008,57.75,,,,
126.441800192,-7.3,132.891870208,57.81875,,,,
126.451800064,-7.3,132.911620096,57.81875,,,,
126.461800192,-7.2,132.93163008,57.81875,,,,
126.471800064,-7.2,132.95163008,57.8875,,,,
126.481830144,-7.2,132.97163008,57.81875,,,,
126.491800064,-7.2,132.99163008,57.81875,,,,
126.501800192,-7.1,133.011620096,57.8875,,,,
126.51179008,-7.1,133.03163008,57.95625,,,,
126.521800192,-7.1,133.05163008,58.09375,,,,
126.53179008,-7.1,133.07163008,58.09375,,,,
126.541800192,-7.1,133.091620096,58.09375,,,,
126.551800064,-7.1,133.111500032,58.1625,,,,
126.561790208,-7.1,133.131880192,58.1625,,,,
126.571800064,-7.1,133.15163008,58.3,,,,
126.581840128,-7,133.171500032,58.36875,,,,
126.591800064,-7,133.191500032,58.4375,,,,
126.601810176,-6.9,133.211620096,58.50625,,,,
126.61179008,-6.9,133.231500032,58.4375,,,,
126.621800192,-6.9,133.251500032,58.4375,,,,
126.63179008,-6.9,133.271500032,58.4375,,,,
126.641800192,-6.8,133.291620096,58.50625,,,,
126.651800064,-6.8,133.311500032,58.575,,,,
126.661790208,-6.8,133.331500032,58.64375,,,,
126.67179008,-6.8,133.351620096,58.575,,,,
126.681840128,-6.8,133.37163008,58.575,,,,
126.691800064,-6.8,133.391500032,58.575,,,,
126.701800192,-6.8,133.411750144,58.575,,,,
126.71179008,-6.8,133.431620096,58.78125,,,,
126.721800192,-6.7,133.451750144,58.78125,,,,
126.731800064,-6.7,133.471500032,58.78125,,,,
126.741800192,-6.7,133.491620096,58.78125,,,,
126.751800064,-6.7,133.511500032,58.85,,,,
126.761800192,-6.7,133.531500032,58.85,,,,
126.77179008,-6.7,133.551500032,58.85,,,,
126.781830144,-6.6,133.571620096,59.05625,,,,
126.791800064,-6.6,133.591500032,59.125,,,,
126.801800192,-6.6,133.611490048,59.19375,,,,
126.81179008,-6.6,133.631620096,59.19375,,,,
126.821800192,-6.6,133.651500032,59.125,,,,
126.831800064,-6.6,133.671500032,59.05625,,,,
126.841800192,-6.6,133.69174016,59.125,,,,
126.851800064,-6.6,133.711620096,59.4,,,,
126.861800192,-6.6,133.731500032,59.5375,,,,
126.87179008,-6.6,133.751510016,59.46875,,,,
126.881800192,-6.6,133.771620096,59.4,,,,
126.891800064,-6.6,133.791490048,59.33125,,,,
126.901800192,-6.6,133.811490048,59.2625,,,,
126.911800064,-6.6,133.831500032,59.33125,,,,
126.921800192,-6.6,133.851620096,59.4,,,,
126.931800064,-6.6,133.871500032,59.33125,,,,
126.941790208,-6.6,133.891500032,59.05625,,,,
126.95179008,-6.6,133.911620096,59.05625,,,,
126.961800192,-6.6,133.931870208,59.2625,,,,
126.971800064,-6.6,133.951500032,58.91875,,,,
126.981830144,-6.6,133.971500032,58.4375,,,,
126.991800064,-6.6,133.991490048,58.78125,,,,
127.001790208,-6.6,134.01174016,59.95,,,,
127.01179008,-6.6,134.031500032,59.95,,,,
127.021800192,-6.6,134.051870208,59.05625,,,,
127.031800064,-6.6,134.071500032,58.4375,,,,
127.041800192,-6.6,134.091620096,58.64375,,,,
127.05179008,-6.6,134.111490048,59.19375,,,,
127.061800192,-6.6,134.131500032,59.4,,,,
127.07179008,-6.6,134.151490048,59.46875,,,,
127.081830144,-6.6,134.171490048,59.4,,,,
127.091800064,-6.6,134.191500032,58.9875,,,,
127.101790208,-6.6,134.211620096,58.575,,,,
127.11179008,-6.6,134.231490048,58.78125,,,,
127.121790208,-6.6,134.25174016,59.4,,,,
127.13179008,-6.6,134.271490048,59.4,,,,
127.141800192,-6.6,134.29174016,59.125,,,,
127.15179008,-6.6,134.31136,58.91875,,,,
127.161790208,-6.6,134.331870208,58.78125,,,,
127.17179008,-6.6,134.351490048,58.7125,,,,
127.181830144,-6.6,134.371620096,58.85,,,,
127.191800064,-6.6,134.391490048,59.05625,,,,
127.201790208,-6.6,134.411490048,59.05625,,,,
127.21179008,-6.6,134.431369984,58.78125,,,,
127.221790208,-6.6,134.451490048,58.64375,,,,
127.23179008,-6.6,134.471490048,58.64375,,,,
127.24192,-6.6,134.491490048,58.7125,,,,
127.25179008,-6.6,134.51136,58.64375,,,,
127.26192,-6.6,134.53174016,58.78125,,,,
127.272040192,-6.6,134.551490048,58.7125,,,,
127.281939968,-6.6,134.57174016,58.4375,,,,
127.291930112,-6.6,134.59136,58.4375,,,,
127.30192,-6.6,134.611859968,58.575,,,,
127.311920128,-6.6,134.631369984,58.4375,,,,
127.321910016,-6.6,134.651490048,58.36875,,,,
127.331920128,-6.6,134.671369984,58.4375,,,,
127.34192,-6.6,134.691610112,58.4375,,,,
127.352040192,-6.6,134.71136,58.4375,,,,
127.361910016,-6.6,134.731490048,58.4375,,,,
127.371910144,-6.6,134.751490048,58.3,,,,
127.38192,-6.6,134.771490048,58.1625,,,,
127.392040192,-6.6,134.79136,58.1625,,,,
127.401929984,-6.6,134.81174016,58.1625,,,,
127.412040192,-6.6,134.831490048,58.3,,,,
127.42192,-6.6,134.851490048,58.3,,,,
127.431910144,-6.6,134.87136,58.3,,,,
127.44192,-6.6,134.891490048,57.95625,,,,
127.452040192,-6.6,134.91136,57.75,,,,
127.461910016,-6.6,134.93136,57.81875,,,,
127.472040192,-6.6,134.95136,58.1625,,,,
127.48192,-6.6,134.971490048,58.23125,,,,
127.491920128,-6.6,134.99136,57.95625,,,,
127.501929984,-6.6,135.01136,57.68125,,,,
127.511920128,-6.6,135.031490048,57.54375,,,,
127.52192,-6.6,135.051610112,57.40625,,,,
127.532040192,-6.6,135.07136,57.3375,,,,
127.54192,-6.6,135.09174016,57.54375,,,,
127.552040192,-6.6,135.111480064,57.68125,,,,
127.561910016,-6.6,135.13136,57.54375,,,,
127.571910144,-6.6,135.15136,57.40625,,,,
127.581929984,-6.6,135.171490048,57.26875,,,,
127.592040192,-6.6,135.19136,57.2,,,,
127.601929984,-6.6,135.21136,57.3375,,,,
127.612030208,-6.6,135.23136,57.54375,,,,
127.622160128,-6.6,135.251490048,57.68125,,,,
127.632040192,-6.6,135.27136,57.475,,,,
127.64192,-6.6,135.291369984,57.26875,,,,
127.651920128,-6.6,135.311490048,57.2,,,,
127.661910016,-6.6,135.331490048,57.13125,,,,
127.672040192,-6.6,135.351369984,56.99375,,,,
127.682160128,-6.6,135.37136,57.0625,,,,
127.692030208,-6.6,135.391490048,57.13125,,,,
127.701929984,-6.6,135.41136,56.925,,,,
127.71216,-6.6,135.43136,56.925,,,,
127.72192,-6.6,135.45174016,56.85625,,,,
127.731910144,-6.6,135.47136,56.85625,,,,
127.741910016,-6.6,135.49136,56.7875,,,,
127.752040192,-6.6,135.51136,56.85625,,,,
127.762160128,-6.6,135.53136,56.85625,,,,
127.771910144,-6.6,135.55136,56.7875,,,,
127.78192,-6.6,135.57136,56.7875,,,,
127.79216,-6.6,135.59136,56.71875,,,,
127.802160128,-6.6,135.61136,56.58125,,,,
127.812030208,-6.6,135.63136,56.58125,,,,
127.822160128,-6.6,135.651610112,56.7875,,,,
127.832040192,-6.6,135.67136,56.71875,,,,
127.842160128,-6.6,135.69174016,56.58125,,,,
127.851920128,-6.6,135.71136,56.58125,,,,
127.86192,-6.6,135.73174016,56.375,,,,
127.872040192,-6.6,135.75136,56.2375,,,,
127.882170112,-6.6,135.771480064,56.1,,,,
127.892040192,-6.6,135.79136,56.2375,,,,
127.902160128,-6.6,135.811350016,56.2375,,,,
127.912030208,-6.6,135.831230208,56.1,,,,
127.921910016,-6.6,135.85136,56.03125,,,,
127.932040192,-6.6,135.87136,55.89375,,,,
127.942160128,-6.6,135.891480064,55.6875,,,,
127.952040192,-6.6,135.911350016,55.61875,,,,
127.962040064,-6.6,135.931610112,55.6875,,,,
127.971910144,-6.6,135.95136,55.6875,,,,
127.982040064,-6.6,135.97136,55.75625,,,,
127.992030208,-6.6,135.991240192,55.6875,,,,
128.00203008,-6.6,136.011730176,55.55,,,,
128.011910144,-6.6,136.03136,55.4125,,,,
128.022040064,-6.7,136.05136,55.34375,,,,
128.032040192,-6.7,136.071230208,55.48125,,,,
128.04203008,-6.7,136.091350016,55.48125,,,,
128.051910144,-6.7,136.111230208,55.61875,,,,
128.061910016,-6.7,136.131230208,55.55,,,,
128.072030208,-6.7,136.15136,55.34375,,,,
128.08203008,-6.8,136.17136,55.20625,,,,
128.092030208,-6.8,136.191230208,55.1375,,,,
128.10203008,-6.8,136.211610112,55.06875,,,,
128.11216,-6.8,136.23136,55.20625,,,,
128.12203008,-6.8,136.251610112,55.34375,,,,
128.131910144,-6.8,136.271230208,55.275,,,,
128.142040064,-6.8,136.291730176,55.06875,,,,
128.152030208,-6.9,136.311230208,54.93125,,,,
128.161910016,-6.9,136.331350016,54.8625,,,,
128.172040192,-6.9,136.351230208,54.725,,,,
128.18203008,-6.9,136.371350016,55,,,,
128.191910144,-6.9,136.391230208,55.06875,,,,
128.20203008,-6.9,136.411230208,55,,,,
128.211910144,-7,136.431350016,54.8625,,,,
128.22203008,-7,136.451230208,54.725,,,,
128.231910144,-7.1,136.471230208,54.65625,,,,
128.24203008,-7.2,136.491350016,54.65625,,,,
128.251910144,-7.2,136.511350016,54.725,,,,
128.261910016,-7.3,136.531480064,54.725,,,,
128.272030208,-7.3,136.551230208,54.725,,,,
128.282040064,-7.3,136.571730176,54.725,,,,
128.292030208,-7.3,136.591230208,54.5875,,,,
128.30203008,-7.4,136.611219968,54.45,,,,
128.31190016,-7.4,136.631230208,54.38125,,,,
128.322160128,-7.4,136.651350016,54.3125,,,,
128.332030208,-7.5,136.671230208,54.3125,,,,
128.34203008,-7.5,136.691219968,54.38125,,,,
128.352030208,-7.6,136.711220224,54.38125,,,,
128.36203008,-7.6,136.731230208,54.24375,,,,
128.371910144,-7.6,136.751230208,54.10625,,,,
128.382150144,-7.6,136.771480064,53.96875,,,,
128.39190016,-7.6,136.791220224,53.96875,,,,
128.40203008,-7.7,136.81147008,54.0375,,,,
128.412030208,-7.7,136.831230208,54.10625,,,,
128.42203008,-7.7,136.851600128,54.175,,,,
128.431910144,-7.7,136.871230208,54.10625,,,,
128.442040064,-7.7,136.891230208,53.9,,,,
128.452040192,-7.8,136.911220224,53.83125,,,,
128.46203008,-7.8,136.931230208,53.83125,,,,
128.47216,-7.8,136.951230208,53.83125,,,,
128.48203008,-7.8,136.971230208,54.0375,,,,
128.491910144,-7.9,136.991220224,54.0375,,,,
128.50203008,-7.9,137.011219968,53.96875,,,,
128.51190016,-7.9,137.031230208,53.83125,,,,
128.522160128,-7.9,137.051480064,53.7625,,,,
128.532030208,-7.9,137.071230208,53.625,,,,
128.54203008,-7.9,137.091219968,53.55625,,,,
128.55216,-7.9,137.111220224,53.69375,,,,
128.56203008,-7.9,137.131600128,53.625,,,,
128.572030208,-7.9,137.151220224,53.55625,,,,
128.58203008,-7.9,137.171230208,53.4875,,,,
128.592030208,-7.9,137.19110016,53.35,,,,
128.602150144,-7.9,137.211219968,53.2125,,,,
128.612030208,-7.9,137.231230208,53.14375,,,,
128.62203008,-7.9,137.25110016,53.2125,,,,
128.632150016,-7.9,137.271220224,53.28125,,,,
128.642040064,-7.9,137.291219968,53.35,,,,
128.652040192,-7.9,137.311090176,53.28125,,,,
128.662160128,-7.9,137.33147008,53.28125,,,,
128.672030208,-7.9,137.351220224,53.2125,,,,
128.682040064,-7.9,137.37147008,53.14375,,,,
128.692030208,-7.9,137.391090176,53.14375,,,,
128.70203008,-7.9,137.411590144,53.2125,,,,
128.712150016,-7.9,137.43110016,53.35,,,,
128.72203008,-7.9,137.45110016,53.35,,,,
128.732030208,-7.9,137.47110016,53.28125,,,,
128.74203008,-7.9,137.491230208,53.2125,,,,
128.752150016,-7.9,137.511090176,53.14375,,,,
128.76203008,-7.9,137.531219968,53.00625,,,,
128.772150016,-7.9,137.551220224,53.00625,,,,
128.78203008,-7.9,137.57110016,53.075,,,,
128.79216,-7.9,137.591090176,53.00625,,,,
128.802150144,-7.9,137.611340032,52.9375,,,,
128.812030208,-7.9,137.631220224,52.86875,,,,
128.82203008,-7.9,137.651350016,52.8,,,,
128.83216,-7.9,137.67110016,52.6625,,,,
128.84203008,-7.9,137.691219968,52.6625,,,,
128.85216,-7.9,137.711090176,52.73125,,,,
128.86203008,-7.9,137.73110016,52.73125,,,,
128.872030208,-7.9,137.75110016,52.6625,,,,
128.882160128,-7.8,137.771219968,52.8,,,,
128.892150016,-7.8,137.79110016,52.9375,,,,
128.902020096,-7.8,137.811590144,52.9375,,,,
128.912150016,-7.7,137.831220224,52.59375,,,,
128.92203008,-7.6,137.851219968,52.525,,,,
128.932150016,-7.6,137.871090176,53.075,,,,
128.94203008,-7.6,137.89147008,53.4875,,,,
128.952280064,-7.5,137.911220224,53.41875,,,,
128.96203008,-7.5,137.931090176,52.59375,,,,
128.972150016,-7.5,137.951090176,51.8375,,,,
128.98203008,-7.4,137.97147008,52.31875,,,,
128.992150016,-7.3,137.991090176,53.69375,,,,
129.002020096,-7.3,138.011219968,53.69375,,,,
129.012030208,-7.2,138.031090176,53.075,,,,
129.02203008,-7.1,138.051090176,52.6625,,,,
129.032150016,-7,138.071090176,52.59375,,,,
129.04203008,-7,138.091090176,52.86875,,,,
129.052150016,-6.9,138.111209984,53.14375,,,,
129.06203008,-6.9,138.131090176,53.2125,,,,
129.072150016,-6.9,138.151090176,53.35,,,,
129.082020096,-6.9,138.171350016,53.4875,,,,
129.09227008,-6.9,138.191090176,53.28125,,,,
129.10203008,-6.9,138.211460096,53.00625,,,,
129.112150016,-6.8,138.231090176,52.86875,,,,
129.12203008,-6.8,138.251590144,53.35,,,,
129.13216,-6.7,138.271090176,53.83125,,,,
129.14203008,-6.6,138.291090176,53.69375,,,,
129.152280064,-6.5,138.311090176,53.35,,,,
129.16203008,-6.5,138.331090176,53.41875,,,,
129.172150016,-6.4,138.351090176,53.55625,,,,
129.182020096,-6.3,138.371090176,53.69375,,,,
129.192150016,-6.3,138.391090176,53.7625,,,,
129.20203008,-6.2,138.411090176,53.69375,,,,
129.212150016,-6.1,138.430970112,53.83125,,,,
129.22203008,-6.1,138.451090176,53.9,,,,
129.232280064,-6,138.471090176,53.83125,,,,
129.24203008,-5.9,138.491340032,53.69375,,,,
129.252150016,-5.9,138.511090176,53.83125,,,,
129.26203008,-5.8,138.53147008,53.9,,,,
129.272150016,-5.8,138.551090176,54.10625,,,,
129.282020096,-5.8,138.571090176,54.10625,,,,
129.292030208,-5.8,138.590960128,54.10625,,,,
129.302020096,-5.8,138.611590144,54.10625,,,,
129.312150016,-5.8,138.630970112,54.24375,,,,
129.32203008,-5.8,138.65110016,54.45,,,,
129.332150016,-5.8,138.671090176,54.51875,,,,
129.34203008,-5.8,138.691090176,54.5875,,,,
129.352150016,-5.7,138.711090176,54.5875,,,,
129.36203008,-5.7,138.731340032,54.5875,,,,
129.37216,-5.6,138.751090176,54.5875,,,,
129.38203008,-5.6,138.770960128,54.725,,,,
129.392150016,-5.5,138.790960128,54.8625,,,,
129.402020096,-5.5,138.811080192,55.06875,,,,
129.412150016,-5.5,138.830970112,55.06875,,,,
129.42203008,-5.5,138.851090176,55.06875,,,,
129.432150016,-5.4,138.871090176,55.1375,,,,
129.44203008,-5.4,138.891080192,55.06875,,,,
129.452150016,-5.4,138.911080192,55.20625,,,,
129.462020096,-5.4,138.930960128,55.34375,,,,
129.472150016,-5.3,138.951090176,55.48125,,,,
129.482020096,-5.2,138.971090176,55.55,,,,
129.492150016,-5.2,138.990960128,55.55,,,,
129.502020096,-5.1,139.011460096,55.48125,,,,
129.512150016,-5.1,139.031090176,55.4125,,,,
129.52203008,-5,139.050960128,55.4125,,,,
129.532150016,-4.9,139.070970112,55.61875,,,,
129.54203008,-4.8,139.091080192,55.6875,,,,
129.552150016,-4.7,139.111080192,55.75625,,,,
129.562020096,-4.7,139.131090176,55.6875,,,,
129.572020224,-4.6,139.150960128,55.75625,,,,
129.58203008,-4.5,139.171090176,55.825,,,,
129.592150016,-4.5,139.190960128,55.89375,,,,
129.602020096,-4.4,139.210960128,56.1,,,,
129.612150016,-4.3,139.230960128,56.16875,,,,
129.62203008,-4.2,139.251090176,56.30625,,,,
129.632150016,-4.1,139.270960128,56.30625,,,,
129.64203008,-4,139.290960128,56.2375,,,,
129.652150016,-3.9,139.311080192,56.2375,,,,
129.662020096,-3.7,139.331209984,56.30625,,,,
129.672019968,-3.6,139.350960128,56.5125,,,,
129.682040064,-3.5,139.371330048,56.58125,,,,
129.692150016,-3.4,139.391090176,56.71875,,,,
129.702020096,-3.3,139.411330048,56.58125,,,,
129.712140032,-3.2,139.430960128,56.58125,,,,
129.72203008,-3.1,139.451080192,56.58125,,,,
129.732150016,-3,139.470960128,56.65,,,,
129.742020096,-2.9,139.490960128,56.7875,,,,
129.752019968,-2.9,139.511080192,56.85625,,,,
129.762020096,-2.9,139.530960128,56.99375,,,,
129.77227008,-2.8,139.550960128,57.0625,,,,
129.782020096,-2.8,139.571330048,57.0625,,,,
129.792150016,-2.7,139.590960128,57.0625,,,,
129.802020096,-2.6,139.611330048,57.0625,,,,
129.812150016,-2.5,139.630960128,57.2,,,,
129.822020096,-2.4,139.650960128,57.26875,,,,
129.832030208,-2.3,139.67083008,57.475,,,,
129.842020096,-2.2,139.690960128,57.475,,,,
129.852280064,-2.1,139.710950144,57.475,,,,
129.86203008,-2,139.731460096,57.475,,,,
129.872019968,-1.9,139.750960128,57.475,,,,
129.882020096,-1.8,139.770960128,57.68125,,,,
129.89227008,-1.7,139.790960128,57.81875,,,,
129.902020096,-1.5,139.810950144,58.025,,,,
129.91227008,-1.4,139.830960128,58.025,,,,
129.922020096,-1.2,139.850960128,57.95625,,,,
129.932140032,-1.1,139.870960128,57.95625,,,,
129.942020096,-1,139.891340032,57.95625,,,,
129.95227008,-0.9,139.910950144,58.23125,,,,
129.962020096,-0.8,139.931330048,58.4375,,,,
129.97227008,-0.7,139.950960128,58.50625,,,,
129.982020096,-0.6,139.970960128,58.4375,,,,
129.992150016,-0.5,139.990950144,58.36875,,,,
130.002020096,-0.4,140.010950144,58.4375,,,,
130.012140032,-0.3,140.03083008,58.4375,,,,
130.022150144,-0.2,140.050960128,58.575,,,,
130.03227008,-0.1,140.070960128,58.64375,,,,
130.042150144,0,140.090950144,58.78125,,,,
130.052150016,0,140.11083008,58.78125,,,,
130.062150144,0,140.13083008,58.78125,,,,
130.072150016,0.1,140.150960128,58.78125,,,,
130.08214016,0.1,140.17083008,58.85,,,,
130.092150016,0.2,140.19083008,59.05625,,,,
130.10214016,0.2,140.211330048,59.19375,,,,
130.11227008,0.2,140.23083008,59.33125,,,,
